"Nr okrÍgu";"Nr listy";"Pozycja na liúcie";"Nazwisko i imiona";"Nazwa komitetu";"P≥eÊ";"ZawÛd";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"PrzynaleønoúÊ do partii";"Poparcie";"Liczba g≥osÛw";"Procent g≥osÛw oddanych na listÍ";"Procent g≥osÛw oddanych w okrÍgu";"Czy przyznano mandat"
30;5;16;"Andrzej Jerzy KR”L";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"mgr inø. elektronik";"Mszana";"241509";"gm. Mszana";"cz≥onek partii politycznej: Konfederacja Korony Polskiej";"";482;"1,58";"0,13";"Nie"
30;5;17;"Piotr Franciszek MICHALSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"sprzedawca-magazynier";"Orzesze";"240803";"m. Orzesze";"nie naleøy do partii politycznej";"";389;"1,27";"0,10";"Nie"
30;5;18;"Natalia Maria MEHLICH";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"ratownik wodny";"Rybnik";"247301";"m. Rybnik";"cz≥onek partii politycznej: Konfederacja Korony Polskiej";"";581;"1,90";"0,15";"Nie"
30;6;1;"Krzysztof Jan GADOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"mgr inø. transportu";"JastrzÍbie-ZdrÛj";"246701";"m. JastrzÍbie-ZdrÛj";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";36031;"31,49";"9,44";"Tak"
30;6;2;"Gabriela Teresa LENARTOWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"prawnik";"Krzanowice";"241103";"gm. Krzanowice";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";16515;"14,44";"4,33";"Tak"
30;6;3;"Marek Grzegorz KRZ•KA£A";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"pose≥ na Sejm RP";"Rybnik";"247301";"m. Rybnik";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";18605;"16,26";"4,88";"Tak"
30;6;4;"Anna Ma≥gorzata GASZKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel";"Øory";"247901";"m. Øory";"nie naleøy do partii politycznej";"";5325;"4,65";"1,40";"Nie"
30;6;5;"Miros≥aw Piotr DUØY";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"samorzπdowiec";"£aziska GÛrne";"240801";"m. £aziska GÛrne";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";11856;"10,36";"3,11";"Nie"
30;6;6;"Mieczys≥aw KIECA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"informatyk";"Wodzis≥aw ålπski";"241504";"m. Wodzis≥aw ålπski";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";13463;"11,77";"3,53";"Nie"
30;6;7;"Alicja Anna WIDAWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pracownik instytucji kultury";"JastrzÍbie-ZdrÛj";"246701";"m. JastrzÍbie-ZdrÛj";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";1204;"1,05";"0,32";"Nie"
30;6;8;"Grzegorz Wojciech WOLNIK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"nauczyciel";"Rybnik";"247301";"m. Rybnik";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";1988;"1,74";"0,52";"Nie"
30;6;9;"Jaros≥aw Piotr LIGAS";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"politolog";"JastrzÍbie-ZdrÛj";"246701";"m. JastrzÍbie-ZdrÛj";"nie naleøy do partii politycznej";"";690;"0,60";"0,18";"Nie"
30;6;10;"Bart≥omiej JÛzef GABRYå";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"ekonomista";"Miko≥Ûw";"240802";"m. Miko≥Ûw";"cz≥onek partii politycznej: Nowoczesna";"";2127;"1,86";"0,56";"Nie"
30;6;11;"Aleksandra Helena BUCHTA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pracownik administracyjno-biurowy";"GodÛw";"241505";"gm. GodÛw";"nie naleøy do partii politycznej";"";650;"0,57";"0,17";"Nie"
30;6;12;"Daniel Adam KRZANICKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"handlowiec";"RacibÛrz";"241101";"m. RacibÛrz";"nie naleøy do partii politycznej";"";309;"0,27";"0,08";"Nie"
30;6;13;"Irena Maria PILARSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pracownik biurowy";"Øory";"247901";"m. Øory";"nie naleøy do partii politycznej";"";501;"0,44";"0,13";"Nie"
30;6;14;"Krystian Zygmunt MRUKWA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"technik urzπdzeÒ sanitarnych";"Ruda ålπska";"247201";"m. Ruda ålπska";"cz≥onek partii politycznej: Zieloni";"";153;"0,13";"0,04";"Nie"
30;6;15;"Weronika Ma≥gorzata PIEKOSZOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel";"Rybnik";"247301";"m. Rybnik";"nie naleøy do partii politycznej";"";522;"0,46";"0,14";"Nie"
30;6;16;"Anna Graøyna SZWEDA-PIGU£A";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"specjalista ds. komunikacji i wizerunku";"Wodzis≥aw ålπski";"241504";"m. Wodzis≥aw ålπski";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";362;"0,32";"0,09";"Nie"
30;6;17;"Agata Helena ØO£ DZIEWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pomoc nauczyciela";"Orzesze";"240802";"m. Miko≥Ûw";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";237;"0,21";"0,06";"Nie"
30;6;18;"Kamil Micha≥ OWCZAREK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"radca prawny";"Øory";"247901";"m. Øory";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";3866;"3,38";"1,01";"Nie"
30;7;1;"Dariusz Alojzy WALKOWSKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"doradca restrukturyzacyjny";"Mszana";"241509";"gm. Mszana";"cz≥onek partii politycznej: Polska Jest Jedna";"";3822;"41,78";"1,00";"Nie"
30;7;2;"Hanna Paulina LATKO";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"farmaceuta";"Mszana";"241509";"gm. Mszana";"nie naleøy do partii politycznej";"";718;"7,85";"0,19";"Nie"
30;7;3;"Micha≥ Jan S£ADEK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"inøynier chemik kierownik projektu";"RacibÛrz";"241101";"m. RacibÛrz";"nie naleøy do partii politycznej";"";920;"10,06";"0,24";"Nie"
30;7;4;"Aleksandra Agnieszka J DRYSZCZAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"specjalista ds. sprzedaøy";"Czyøowice";"241506";"gm. Gorzyce";"cz≥onek partii politycznej: Polska Jest Jedna";"";302;"3,30";"0,08";"Nie"
30;7;5;"Jan MARSCHOLLEK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"starszy konsultant ds. organizacji przedsiÍbiorstwa";"Ruda Kozielska";"241105";"gm. Kuünia Raciborska";"nie naleøy do partii politycznej";"";153;"1,67";"0,04";"Nie"
30;7;6;"Joanna Zofia ADAMUS";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"ksiÍgowa";"Miko≥Ûw";"240802";"m. Miko≥Ûw";"cz≥onek partii politycznej: Polska Jest Jedna";"";436;"4,77";"0,11";"Nie"
30;7;7;"Micha≥ KUèNIK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"specjalista ds. procesu";"Rybnik";"247301";"m. Rybnik";"cz≥onek partii politycznej: Polska Jest Jedna";"";750;"8,20";"0,20";"Nie"
30;7;8;"Natalia NOWAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"ekonomista";"JastrzÍbie-ZdrÛj";"246701";"m. JastrzÍbie-ZdrÛj";"cz≥onek partii politycznej: Polska Jest Jedna";"";546;"5,97";"0,14";"Nie"
30;7;9;"Jacek Leszek SZCZEPANIK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"specjalista do spraw wodno-kanalizacyjnych";"Rudnik";"241108";"gm. Rudnik";"cz≥onek partii politycznej: Polska Jest Jedna";"";187;"2,04";"0,05";"Nie"
30;7;10;"Natalia Barbara BLAZY";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"studentka";"Wodzis≥aw ålπski";"241504";"m. Wodzis≥aw ålπski";"cz≥onek partii politycznej: Polska Jest Jedna";"";207;"2,26";"0,05";"Nie"
30;7;11;"Krzysztof Pawe≥ KONDERLA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"nauczyciel";"JastrzÍbie-ZdrÛj";"246701";"m. JastrzÍbie-ZdrÛj";"nie naleøy do partii politycznej";"";106;"1,16";"0,03";"Nie"
30;7;12;"Alicja Izabela KLUZ";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"przedsiÍbiorca transport miÍdzynarodowy";"Mszana";"241509";"gm. Mszana";"nie naleøy do partii politycznej";"";144;"1,57";"0,04";"Nie"
30;7;13;"Wojciech Tomasz JASI—SKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"technik budowy maszyn";"Rydu≥towy";"241503";"m. Rydu≥towy";"nie naleøy do partii politycznej";"";139;"1,52";"0,04";"Nie"
30;7;14;"Boøena Iwona BOJANOWSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"kucharka";"JastrzÍbie-ZdrÛj";"246701";"m. JastrzÍbie-ZdrÛj";"nie naleøy do partii politycznej";"";117;"1,28";"0,03";"Nie"
30;7;15;"Jacek £ukasz TATARCZYK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"gÛrnik";"Go≥kowice";"241505";"gm. GodÛw";"nie naleøy do partii politycznej";"";150;"1,64";"0,04";"Nie"
30;7;16;"Wojciech W≥adys≥aw SZYSZKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"emerytowany funkcjonariusz straøy granicznej";"Cha≥upki";"241104";"gm. Krzyøanowice";"nie naleøy do partii politycznej";"";154;"1,68";"0,04";"Nie"
